,entry_time,side,entry_price,exit_time,exit_price,bars_held,pnl_price_usd,funding_usd,fees_usd,pnl_total_usd,exit_reason
151,2025-07-23 00:00:00+00:00,SHORT,119226.85675,2025-07-23 08:00:00+00:00,118484.8,2,62.239060076537676,-2.0,-8.0,52.239060076537676,time_short
152,2025-07-24 08:00:00+00:00,LONG,118510.72575,2025-07-24 20:00:00+00:00,118294.3,3,-18.26212341797251,2.0,-8.0,-24.26212341797251,time_long_no_reclaim
153,2025-07-26 08:00:00+00:00,LONG,117514.5279,2025-07-29 12:00:00+00:00,117345.7,19,-14.366555609505172,10.0,-8.0,-12.366555609505172,time_long_no_reclaim
154,2025-07-29 00:00:00+00:00,LONG,118109.025,2025-07-29 08:00:00+00:00,118560.0,2,38.18294156606727,2.0,-8.0,32.18294156606727,time_long_no_reclaim
155,2025-07-31 00:00:00+00:00,LONG,116923.6326,2025-07-31 08:00:00+00:00,118330.9,2,120.35782405207307,1.5694,-8.0,113.92722405207307,fresh_low_cont
156,2025-08-02 00:00:00+00:00,LONG,113335.13925,2025-08-02 08:00:00+00:00,113732.5,2,35.0606839705292,0.5704,-8.0,27.631083970529197,time_long_no_reclaim
157,2025-08-04 04:00:00+00:00,LONG,114207.87539999999,2025-08-05 00:00:00+00:00,114215.0,5,0.6238273827485763,1.6732,-8.0,-5.702972617251424,time_long_no_reclaim
158,2025-08-08 08:00:00+00:00,LONG,116750.54609999999,2025-08-08 12:00:00+00:00,116162.0,1,-50.410565060302616,0.1729,-8.0,-58.23766506030262,fresh_low_cont
159,2025-08-13 08:00:00+00:00,LONG,119495.718,2025-08-14 12:00:00+00:00,118185.9,7,-109.61212852832136,4.0,-8.0,-113.61212852832136,time_long_no_reclaim
160,2025-08-14 04:00:00+00:00,SHORT,123262.23805,2025-08-14 16:00:00+00:00,117889.5,3,435.8786709535978,-2.0,-8.0,425.8786709535978,time_short
161,2025-08-18 12:00:00+00:00,LONG,115210.7766,2025-08-19 00:00:00+00:00,114756.6,3,-39.42136433789045,1.2433,-8.0,-46.178064337890454,time_long_no_reclaim
162,2025-08-20 16:00:00+00:00,LONG,113684.31374999999,2025-08-21 00:00:00+00:00,113912.1,2,20.03673527914751,0.6079000000000001,-8.0,12.644635279147511,time_long_no_reclaim
163,2025-08-26 04:00:00+00:00,LONG,110119.03199999999,2025-08-26 08:00:00+00:00,109842.2,1,-25.13934194408818,0.39,-8.0,-32.74934194408818,fresh_low_cont
164,2025-08-30 00:00:00+00:00,LONG,108209.57775,2025-08-31 08:00:00+00:00,108350.0,8,12.976878102641809,2.7060999999999997,-8.0,7.682978102641808,fresh_low_cont
