,date,close_spot,volume_spot,close_fut,volume_fut,funding_mean,daily_funding_sum,funding_last,funding_first
111,2025-08-20 00:00:00+00:00,114271.24,15636.34194,114220.5,130522.37,3.614333333333333e-05,0.0001084299999999,4.936e-05,4.543e-05
112,2025-08-21 00:00:00+00:00,112500.0,10839.69235,112462.2,96406.356,5.438000000000001e-05,0.00016314,7.414e-05,1.143e-05
113,2025-08-22 00:00:00+00:00,116935.99,23128.09037,116897.5,199447.977,7.721e-05,0.00023163,5.867e-05,7.296e-05
114,2025-08-23 00:00:00+00:00,115438.05,11329.36197,115377.1,78419.415,9.903666666666667e-05,0.00029711,9.711e-05,0.0001
115,2025-08-24 00:00:00+00:00,113493.59,21175.98462,113446.3,133388.002,0.0001,0.0003,0.0001,0.0001
116,2025-08-25 00:00:00+00:00,110111.98,25182.79379,110064.0,204839.785,9.448000000000002e-05,0.00028344,8.344e-05,0.0001
117,2025-08-26 00:00:00+00:00,111763.22,18452.43877,111709.9,145041.438,6.140666666666667e-05,0.00018422,0.0001,4.522e-05
118,2025-08-27 00:00:00+00:00,111262.01,13392.60875,111194.9,114205.122,3.600333333333333e-05,0.0001080099999999,3.496e-05,1.802e-05
119,2025-08-28 00:00:00+00:00,112566.9,11104.27744,112507.3,97630.277,7.500666666666666e-05,0.0002250199999999,7.512e-05,5.297e-05
120,2025-08-29 00:00:00+00:00,108377.4,22580.31045,108332.4,179725.172,3.587e-05,0.00010761,6.44e-06,4.261e-05
121,2025-08-30 00:00:00+00:00,108816.33,10708.39159,108757.9,60656.883,7.848000000000001e-05,0.00023544,8.042e-05,7.523e-05
122,2025-08-31 00:00:00+00:00,108246.35,9489.51596,108208.4,70149.546,4.5056666666666665e-05,0.00013517,0.0001,-1.232e-05
